"List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"1-4161548                PRIYADARSHINI INSTITUTE OF TECHNOLOGY & SCIENCE                          Andhra Pradesh   GUNTUR                 CHINTALAPUDI"
"1-2061090701             PRASANTHI POLYTECHNIC                                                    Andhra Pradesh   VISAKHAPATNAM          ATCHUTAPURAM"
"1-4304354                ABR COLLEGE OF ENGINEERING AND TECHNOLOGY                                Andhra Pradesh   PRAKASAM                KANIGIRI"
"1-30341354               SAI PRANAVI PG COLLEGE                                                   Telangana        RANGAREDDI             HYDERABAD"
"1-4011411                VEL TECH HIGH TECH DR.RANGARAJAN DR.SAKUNTHALA ENGINEERING COLLEGE       Tamil Nadu       THIRUVALLUR            MORAI"
"1-6622841                KAKATIYA INSTITUTE OF TECHNOLOGY AND SCIENCE FOR WOMEN                   Telangana        NIZAMABAD              NIZAMABAD"
"1-18272301               RDB INSTITUTE OF MANAGEMENT                                              Tamil Nadu       THANJAVUR              THANJAVUR."
"1-473846691              SRI NANDHANAM POLYTECHNIC COLLEGE                                        Tamil Nadu       VELLORE                TIRUPATTUR"
"1-439920471              GOVERNMENT POLYTECHNIC COLLEGE TIRUCHIRAPPALLI                           Tamil Nadu       TIRUCHIRAPPALLI        TIRUCHIRAPPALLI"
"1-500558333              EMPEE INSTITUTE OF HOTEL MANAGEMENT AND CATERING TECHNOLOGY              Tamil Nadu       CHENNAI                CHENNAI"
"1-7020848                SENGUNTHAR INSTITUTE OF MANGEMENT STUDIES                                Tamil Nadu       NAMAKKAL               TIRUCHENGODE"
"1-8155938                P.T.LEE CHENGALVARAYA NAICKER COLLEGE OF ENGINEERING & TECHNOLOGY        Tamil Nadu       KANCHIPURAM            OOVERY"
"1-6848216                KANAK MANJARI INSTITUTE OF PHARMACEUTICAL SCIENCES                       Odisha           SUNDERGARH             ROURKELA"
"1-455858691              APOLLO POLYTECHNIC COLLEGE                                               Tamil Nadu       KANCHIPURAM            VILLAGE"
"1-775301441              GOVERNMENT WOMEN'S POLYTECHNIC BOKARO                                    Jharkhand        BOKARO                 BOKARO STEEL CITY"
"1-422711244              NORTH BENGAL UNIVERSITY                                                  West Bengal      DARJEELING             SILIGURI"
"                                            List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"Institute Permanent ID   Institute Name                                                              STATE            DISTRICT          CITY"
"1-702730101              HSB POLYTECHNIC                                                             West Bengal      BIRBHUM           SURI"
"1-10731053               CAMELLIA INSTITUTE OF TECHNOLOGY                                            West Bengal      KOLKATA           KOLKATA"
"1-756920924              MAULANA MUKHTAR AHMAD NADVI TECHNICAL CAMPUS                                Maharashtra      NASHIK            MALEGAON"
"1-431174941              VITTHAL PATIL POLYTECHNIC                                                   Maharashtra      SANGLI            INAM DHAMNI"
"1-455219361              SHRI LAXMANRAO MANKAR COLLEGE OF POLYTECHNIC                                Maharashtra      GONDIA            AMGAON"
"1-412372851              SHRI BHAIRAVNATH NISARG MANDAL'S, DIPLOMA IN ENGINEERING & TECHNOLOGY(POLYTECHNIC)"
"Maharashtra      AURANGABAD        AURANGABAD"
"1-2516397461             INDO GERMAN TOOL ROOM, AURANGABAD                                           Maharashtra      AURANGABAD        AURANGABAD"
"1-456009201              SHIVAJI POLYTECHNIC ATPADI                                                  Maharashtra      SANGLI            ATPADI"
"1-438785271              SHRI SIDDHESHWAR DEVASTHAN TRUSTS,SHRI SIDDHESHWAR WOMENS POLYTECHNIC,SOLAPUR"
"Maharashtra      SOLAPUR           SOLAPUR"
"1-451819581              AGNEL POLYTECHNIC                                                           Goa              SOUTH GOA         AGNELGANV, VERNA"
"1-6934391                AGNIHOTRI COLLEGE OF PHARMACY                                               Maharashtra      WARDHA            WARDHA"
"1-451815071              SHRI SAI TAJ POLYTECHNIC                                                    Maharashtra      NAGPUR            NAGPUR"
"1-465660191              SHRI VITHAL EDUCATION & RESEARCH INSTITUTE'S COLLEGE OF PHARMACY (POLY.)    Maharashtra      SOLAPUR           PANDHARPUR."
"1-3960853                INSTITUTE OF BUSINESS MANAGEMENT AND RURAL DEVELOPMENT                      Maharashtra      AHMEDNAGAR        AHMEDNAGAR"
"1-25482721               GOVT. COLLEGE OF PHARMACY, AURANGABAD                                       Maharashtra      AURANGABAD        AURANGABAD"
"1-30649163               SHRI SHIVAJI EDUCATION SOCIETY AMRAVATI'S, SCIENCE COLLEGE, (MCA) NAGPUR    Maharashtra      NAGPUR            NAGPUR"
"1-460873021              KDMGS INSTITUTE OF PHARMACY                                                 Maharashtra      JALGAON           CHALISGAON"
"1-42110451               SARDAR PATEL MAHAVIDYALAYA, DEPARTMENT OF COMPUTER STUDIES & RESEARCH       Maharashtra      CHANDRAPUR        CHANDRAPUR"
"1-416073582              DEPARTMENT OF PHARMACEUTICAL SCIENCES, RTM NAGPUR UNIVERSITY, NAGPUR        Maharashtra      NAGPUR            NAGPUR"
"1-409574951              MUCHHALA POLYTECHNIC                                                        Maharashtra      THANE             THANE"
"1-444243531              SAHAKAR MAHARSHI KISANRAO VARAL PATIL COLLEGE OF PHARMACY, NIGHOJ           Maharashtra      AHMEDNAGAR        NIGHOJ"
"1-8687183                D.A.V. VELANKAR COLLEGE OF COMMERCE, SOLAPUR                                Maharashtra      SOLAPUR           SOLAPUR"
"1-10998561               BHARAT COLLEGE OF ENGINEERING                                               Maharashtra      THANE             BADLAPUR (WEST)"
"1-8893009                CHETANA'S RAMPRASAD KHANDELWAL INSTITUTE OF MANAGEMENT & RESEARCH           Maharashtra      MUMBAI CITY       BANDRA (EAST)"
"1-411241581              ZAGDU SINGH CHARITABLE TRUST'S THAKUR POLYTECHNIC                           Maharashtra      MUMBAI SUBURBAN   MUMBAI"
"1-4428021                VISHAL JUNNAR SEVA MANDAL'S VISHAL INSTITUTE OF PHARMACEUTICAL EDUCATION ANDMaharashtra"
"RESEARCH       PUNE              ALE, PUNE"
"1-4068259                PADMABHOOSHAN VASANTDADA PATIL INSTITUTE OF TECHNOLOGY, PUNE                Maharashtra      PUNE              PUNE"
"1-4205347                ST. JOHN INSTITUTE OF PHARMACY AND RESEARCH                                 Maharashtra      THANE             PALGHAR"
"1-451467593              JAYAWANT SHIKSHAN PRASARAK MANDAL'S JAYAWANT INSTITUTE OF PHARMACY          Maharashtra      PUNE              PUNE"
"1-499301243              SANJAY MEMORIAL INSTITUTE OF TECHNOLOGY                                     Odisha           GANJAM            ANKUSHPUR"
"1-453047441              INSTITUTE OF SHIPBUILDING TECHNOLOGY                                        Goa              SOUTH GOA         VASCO-DA-GAMA"
"1-2470479921             YASHWANTRAO BHONSALE COLLEGE OF PHARMACY                                    Maharashtra      SINDHUDURG        SAWANTWADI"
"1-2047301191             DR. B. C. ROY POLYTECHNIC                                                   West Bengal      BARDHAMAN         DURGAPUR"
"1-2059984901             KOLAGHAT GOVERNMENT POLYTECHNIC                                             West Bengal      PURBA MEDINIPUR   KOLAGHAT"
"1-7680551                MEGHNAD SAHA INSTITUTE OF TECHNOLOGY                                        West Bengal      KOLKATA           KOLKATA"
"1-466092341              GOVT. POLYTECHNIC, KODERMA                                                  Jharkhand        KODERMA           KODERMA"
"1-5980831                NSHM KNOWLEDGE CAMPUS, DURGAPUR - GROUP OF INSTITUTIONS                     West Bengal      BARDHAMAN         DURGAPUR"
"1-5497656                SPINTRONIC TECHNOLOGY AND ADVANCE RESEARCH                                  Odisha           KHORDHA           BHUBANESWAR"
"1-449870181              SHIRIDI SAI DIPLOMA IN ENGINEERING & TECHNOLOGY                             Andhra Pradesh   VIZIANAGARAM      MARIPIVALASA"
"1-24262101               D.L.R COLLEGE PG COURSES (MBA PROGRAME)                                     Andhra Pradesh   EAST GODAVARI     G.MAMIDADA"
"1-476410511              J J COLLEGE OF PHARMACEYTICAL SCIENCE                                       Telangana        RANGAREDDI        MAHESHWARAM"
"1-5206141                BOMMA INSTITUTE OF PHARMACY                                                 Telangana        KHAMMAM           KHAMMAM"
"1-2622871                SLC'S INSTITUTE OF ENGINEERING & TECHNOLOGY                                 Telangana        RANGAREDDI        HYDERABAD"
"1-8236266                MAHESHWARA ENGINEERING COLLEGE                                              Telangana        MEDAK             PATANCHERU"
"1-14694944               CHAITANYA BHARATHI INST. OF TECHNOLOGY (MBA)                                Telangana        RANGAREDDI        HYDERABAD"
"                                            List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"Institute Permanent ID   Institute Name                                                                    STATE              DISTRICT          CITY"
"1-6667321                METHODIST COLLEGE OF ENGINEERING & TECHNOLOGY                                     Telangana          HYDERABAD         HYDERABAD"
"1-833811462              LUMBINI GROUP OF INSTITUTIONS                                                     Telangana          NALGONDA          BHONGIR"
"1-5283611                RANIPPETTAI ENGINEERING COLLEGE                                                   Tamil Nadu         VELLORE           THENKADAPANTHANGAL"
"1-433701623              KRISHNA CHAITANYA INSTITUTE OF MANAGEMENT                                         Andhra Pradesh     PRAKASAM          DAVARAJU GATTU"
"1-3956598                VISHWA BHARATHI COLLEGE OF TECHNOLOGY AND MANAGEMENT                              Andhra Pradesh     GUNTUR            GUNTUR"
"1-3562061                VESTAL ACADEMY OF INFORMATION TECHNOLOGY AND MANAGEMENT                           Andhra Pradesh     WEST GODAVARI     ELURU"
"1-411314411              MEENAKSHI KRISHNAN POLYTECHNIC COLLEGE                                            Tamil Nadu         KANCHIPURAM       CHENNAI"
"1-425803421              RAJALAKSHMI POLYTECHNIC COLLEGE                                                   Tamil Nadu         TIRUVANNAMALAI    TIRUVANNAMALAI"
"1-4410911                P.S.R. RENGASAMY COLLEGE OF ENGINEERING FOR WOMEN                                 Tamil Nadu         VIRUDHUNAGAR      SIVAKASI"
"1-433844241              DR DHARMAMBAL GOVT POLYTECHNIC COLLEGE FOR WOMEN                                  Tamil Nadu         CHENNAI           CHENNAI"
"1-475003932              SAN INTERNATIONAL BUSINESS SCHOOL                                                 Tamil Nadu         COIMBATORE        COIMBATORE"
"1-464322751              MEENAKSHI AMMAL POLYTECHNIC COLLEGE                                               Tamil Nadu         KANCHIPURAM       UTHIRAMERUR"
"1-475093041              KALINGA INSTITUE OF INDUSTRIAL TECHNOLOGY                                         Odisha             KHORDHA           BHUBANESWAR"
"1-7281021                JAMAL MOHAMED COLLEGE                                                             Tamil Nadu         TIRUCHIRAPPALLI   TIRUCHIRAPALLI"
"1-2051181481             NORTH ODISHA SCHOOL OF ENGINEERING                                                Odisha             MAYURBHANJ        BAUNSATOFA"
"1-1391096971             KARMAVEER SHANKARRAO KALE EDUCATION SOCIETY'S GAUTAM POLYTECHNIC INSTITUTEMaharashtra                AHMEDNAGAR        KPOARGAON"
"1-6599101                TRIDENT ACADEMY OF CREATIVE TECHNOLOGY                                            Odisha             KHORDHA           BHUBANESWAR"
"1-457121925              M.M.'S BABASAHEB GAWDE INSTITUTE OF TECHNOLOGY                                    Maharashtra        MUMBAI CITY       MUMBAI"
"1-7016606                MAHARASHTRA INSTITUTE OF MANAGEMENT                                               Maharashtra        PUNE              WALCHANDNAGAR"
